#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
PNCPOJEN_01353	334390.LAF_1175	0.0	896.0	COG0154@1|root,COG0154@2|Bacteria,1TPGJ@1239|Firmicutes,4HBE7@91061|Bacilli,3F4UM@33958|Lactobacillaceae	91061|Bacilli	J	Belongs to the amidase family	nylA	-	3.5.1.4	ko:K01426	ko00330,ko00360,ko00380,ko00627,ko00643,ko01120,map00330,map00360,map00380,map00627,map00643,map01120	-	R02540,R03096,R03180,R03909,R05551,R05590	RC00010,RC00100,RC00950,RC01025	ko00000,ko00001,ko01000	-	-	-	Amidase
PNCPOJEN_01354	334390.LAF_1176	1.33e-162	459.0	COG1288@1|root,COG1288@2|Bacteria,1TQJ0@1239|Firmicutes,4H9P7@91061|Bacilli,3F4C3@33958|Lactobacillaceae	91061|Bacilli	S	C4-dicarboxylate anaerobic carrier	arcD	-	-	-	-	-	-	-	-	-	-	-	DcuC
PNCPOJEN_01361	334390.LAF_1183	4.7e-150	422.0	COG3331@1|root,COG3331@2|Bacteria,1V3S4@1239|Firmicutes,4HGZ7@91061|Bacilli,3F4DG@33958|Lactobacillaceae	91061|Bacilli	L	Endonuclease that resolves Holliday junction intermediates in genetic recombination. Cleaves mobile four-strand junctions by introducing symmetrical nicks in paired strands. Promotes annealing of linear ssDNA with homologous dsDNA. Required for DNA repair, homologous recombination and chromosome segregation	recU	GO:0006139,GO:0006259,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009987,GO:0033554,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:1901360	-	ko:K03700	-	-	-	-	ko00000,ko03400	-	-	-	RecU
PNCPOJEN_01362	334390.LAF_1184	0.0	1296.0	COG0744@1|root,COG0744@2|Bacteria,1TPM5@1239|Firmicutes,4H9SA@91061|Bacilli,3F424@33958|Lactobacillaceae	91061|Bacilli	M	penicillin-binding protein 1A	ponA	GO:0005575,GO:0005576	2.4.1.129,3.4.16.4	ko:K05366	ko00550,ko01100,ko01501,map00550,map01100,map01501	-	-	-	ko00000,ko00001,ko01000,ko01003,ko01011	-	GT51	-	Transgly,Transpeptidase,fn3
PNCPOJEN_01366	334390.LAF_1188	1.14e-170	476.0	COG3935@1|root,COG3935@2|Bacteria,1V283@1239|Firmicutes,4HFP3@91061|Bacilli,3F4FF@33958|Lactobacillaceae	91061|Bacilli	L	DnaD domain protein	dnaD	-	-	ko:K02086	-	-	-	-	ko00000	-	-	-	DnaB_2,HTH_36
PNCPOJEN_01367	334390.LAF_1189	0.0	886.0	COG0017@1|root,COG0017@2|Bacteria,1TP38@1239|Firmicutes,4H9YH@91061|Bacilli,3F4EK@33958|Lactobacillaceae	91061|Bacilli	J	Asparaginyl-tRNA synthetase	asnS	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	6.1.1.22	ko:K01893	ko00970,map00970	M00359,M00360	R03648	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	tRNA-synt_2,tRNA_anti-codon
PNCPOJEN_01368	334390.LAF_1190	6.659999999999999e-115	330.0	COG5353@1|root,COG5353@2|Bacteria,1VA2H@1239|Firmicutes,4HNMM@91061|Bacilli,3F4MM@33958|Lactobacillaceae	91061|Bacilli	S	Protein conserved in bacteria	ypmB	-	-	-	-	-	-	-	-	-	-	-	PepSY
PNCPOJEN_01373	334390.LAF_1195	2.51e-261	716.0	COG1304@1|root,COG1304@2|Bacteria,1TQZ3@1239|Firmicutes,4HAMV@91061|Bacilli,3F3UY@33958|Lactobacillaceae	91061|Bacilli	C	Involved in the biosynthesis of isoprenoids. Catalyzes the 1,3-allylic rearrangement of the homoallylic substrate isopentenyl (IPP) to its allylic isomer, dimethylallyl diphosphate (DMAPP)	fni	GO:0003674,GO:0003824,GO:0004452,GO:0006629,GO:0006720,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0009058,GO:0009987,GO:0016853,GO:0016860,GO:0016863,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0071704,GO:1901576	5.3.3.2	ko:K01823	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130	M00095,M00096,M00364,M00365,M00366,M00367	R01123	RC00455	ko00000,ko00001,ko00002,ko01000	-	-	-	FMN_dh
PNCPOJEN_01377	334390.LAF_1199	0.0	942.0	COG0144@1|root,COG3270@1|root,COG0144@2|Bacteria,COG3270@2|Bacteria,1TPGQ@1239|Firmicutes,4HCHQ@91061|Bacilli,3F492@33958|Lactobacillaceae	91061|Bacilli	J	NOL1 NOP2 sun family protein	rsmF	-	-	-	-	-	-	-	-	-	-	-	Methyltr_RsmB-F,Methyltr_RsmF_N,Methyltranf_PUA,RsmF_methylt_CI
PNCPOJEN_01378	334390.LAF_1200	1.77e-196	544.0	COG0561@1|root,COG0561@2|Bacteria,1TREF@1239|Firmicutes,4H9Y9@91061|Bacilli,3F47B@33958|Lactobacillaceae	91061|Bacilli	S	hydrolase	yitU	-	3.1.3.104	ko:K21064	ko00740,ko01100,ko01110,map00740,map01100,map01110	M00125	R07280	RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	Hydrolase_3
PNCPOJEN_01406	1154757.Q5C_02060	2.71e-178	499.0	COG2877@1|root,COG2877@2|Bacteria,1TR2G@1239|Firmicutes,4IBU8@91061|Bacilli,4AWHM@81850|Leuconostocaceae	91061|Bacilli	H	Belongs to the KdsA family	kdsA	-	2.5.1.55	ko:K01627	ko00540,ko01100,map00540,map01100	M00063	R03254	RC00435	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	DAHP_synth_1
PNCPOJEN_01407	1154757.Q5C_02065	2.35e-178	502.0	COG0517@1|root,COG0794@1|root,COG0517@2|Bacteria,COG0794@2|Bacteria,1TQ04@1239|Firmicutes,4HGZ0@91061|Bacilli,4AX5Z@81850|Leuconostocaceae	91061|Bacilli	M	sugar phosphate isomerase involved in capsule formation	kdsD	-	5.3.1.13	ko:K06041	ko00540,ko01100,map00540,map01100	M00063	R01530	RC00541	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	CBS,SIS
PNCPOJEN_01414	334390.LAF_1201	7.87e-214	591.0	COG0167@1|root,COG0167@2|Bacteria,1TPFV@1239|Firmicutes,4HA5H@91061|Bacilli,3F4PJ@33958|Lactobacillaceae	91061|Bacilli	F	Belongs to the dihydroorotate dehydrogenase family. Type 1 subfamily	pyrD	GO:0003674,GO:0003824,GO:0004152,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006206,GO:0006207,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009112,GO:0009987,GO:0016491,GO:0016627,GO:0016635,GO:0018130,GO:0019856,GO:0034641,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046112,GO:0046483,GO:0055086,GO:0055114,GO:0071704,GO:0072527,GO:0072528,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	1.3.1.14,1.3.98.1	ko:K00226,ko:K17828	ko00240,ko01100,map00240,map01100	M00051	R01867,R01869	RC00051	ko00000,ko00001,ko00002,ko01000	-	-	-	DHO_dh
PNCPOJEN_01417	334390.LAF_1204	4.25e-308	840.0	COG0044@1|root,COG0044@2|Bacteria,1TPQM@1239|Firmicutes,4HA90@91061|Bacilli,3F3S3@33958|Lactobacillaceae	91061|Bacilli	F	Belongs to the metallo-dependent hydrolases superfamily. DHOase family. Class I DHOase subfamily	pyrC	GO:0003674,GO:0003824,GO:0004038,GO:0004151,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006144,GO:0006145,GO:0006220,GO:0006221,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009112,GO:0009117,GO:0009165,GO:0009218,GO:0009220,GO:0009259,GO:0009260,GO:0009987,GO:0016787,GO:0016810,GO:0016812,GO:0018130,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046113,GO:0046390,GO:0046483,GO:0046700,GO:0055086,GO:0071704,GO:0072521,GO:0072523,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576	3.5.2.3	ko:K01465	ko00240,ko01100,map00240,map01100	M00051	R01993	RC00632	ko00000,ko00001,ko00002,ko01000	-	-	-	Amidohydro_1
PNCPOJEN_01418	334390.LAF_1205	9.79e-232	637.0	COG0540@1|root,COG0540@2|Bacteria,1TQ96@1239|Firmicutes,4H9M6@91061|Bacilli,3F4BQ@33958|Lactobacillaceae	91061|Bacilli	F	Belongs to the ATCase OTCase family	pyrB	GO:0003674,GO:0003824,GO:0004070,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006220,GO:0006221,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009165,GO:0009218,GO:0009220,GO:0009259,GO:0009260,GO:0009987,GO:0016740,GO:0016741,GO:0016743,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.1.3.2	ko:K00609	ko00240,ko00250,ko01100,map00240,map00250,map01100	M00051	R01397	RC00064,RC02850	ko00000,ko00001,ko00002,ko01000	-	-	iYO844.BSU15490	OTCace,OTCace_N
PNCPOJEN_01421	525309.HMPREF0494_0927	0.000105	43.9	COG1203@1|root,COG1203@2|Bacteria,1TQ9B@1239|Firmicutes,4HAH7@91061|Bacilli,3F4VV@33958|Lactobacillaceae	91061|Bacilli	L	CRISPR-associated helicase cas3	cas3	-	-	ko:K07012	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	DEAD,Helicase_C
PNCPOJEN_01422	334390.LAF_1219	1.33e-75	226.0	COG0335@1|root,COG0335@2|Bacteria,1V6FT@1239|Firmicutes,4HIK3@91061|Bacilli,3F6K4@33958|Lactobacillaceae	91061|Bacilli	J	This protein is located at the 30S-50S ribosomal subunit interface and may play a role in the structure and function of the aminoacyl-tRNA binding site	rplS	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0015934,GO:0022625,GO:0022626,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:1990904	-	ko:K02884	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L19
PNCPOJEN_01424	334390.LAF_1221	5.24e-181	503.0	COG0336@1|root,COG0336@2|Bacteria,1TPBV@1239|Firmicutes,4HBFV@91061|Bacilli,3F3NP@33958|Lactobacillaceae	91061|Bacilli	J	Belongs to the RNA methyltransferase TrmD family	trmD	GO:0001510,GO:0003674,GO:0003824,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0008175,GO:0008757,GO:0009019,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016423,GO:0016740,GO:0016741,GO:0016772,GO:0016779,GO:0030488,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0050518,GO:0070567,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360	2.1.1.228	ko:K00554	-	-	R00597	RC00003,RC00334	ko00000,ko01000,ko03016	-	-	-	tRNA_m1G_MT
PNCPOJEN_01425	334390.LAF_1222	1.52e-114	328.0	COG0806@1|root,COG0806@2|Bacteria,1V6HD@1239|Firmicutes,4HH3H@91061|Bacilli,3F74P@33958|Lactobacillaceae	91061|Bacilli	J	An accessory protein needed during the final step in the assembly of 30S ribosomal subunit, possibly for assembly of the head region. Probably interacts with S19. Essential for efficient processing of 16S rRNA. May be needed both before and after RbfA during the maturation of 16S rRNA. It has affinity for free ribosomal 30S subunits but not for 70S ribosomes	rimM	-	-	ko:K02860	-	-	-	-	ko00000,ko03009	-	-	-	PRC,RimM
PNCPOJEN_01427	334390.LAF_1224	4.94e-58	179.0	COG0228@1|root,COG0228@2|Bacteria,1VA0X@1239|Firmicutes,4HKNN@91061|Bacilli,3F6VV@33958|Lactobacillaceae	91061|Bacilli	J	Belongs to the bacterial ribosomal protein bS16 family	rpsP	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0019538,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044446,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02959	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011,ko03029	-	-	-	Ribosomal_S16
PNCPOJEN_01428	334390.LAF_1225	1.1300000000000001e-157	443.0	COG0704@1|root,COG0704@2|Bacteria,1URN3@1239|Firmicutes,4HEU9@91061|Bacilli,3F46W@33958|Lactobacillaceae	91061|Bacilli	P	Plays a role in the regulation of phosphate uptake	phoU	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0009892,GO:0010563,GO:0010966,GO:0019220,GO:0019222,GO:0031323,GO:0031324,GO:0032879,GO:0034762,GO:0034763,GO:0034765,GO:0034766,GO:0042802,GO:0042803,GO:0043269,GO:0043271,GO:0044070,GO:0044424,GO:0044464,GO:0045936,GO:0046983,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051049,GO:0051051,GO:0051174,GO:0065007,GO:1903792,GO:1903795,GO:1903796,GO:1903959,GO:1903960,GO:2000185,GO:2000186	-	ko:K02039	-	-	-	-	ko00000	-	-	-	PhoU
PNCPOJEN_01430	334390.LAF_1227	2.4700000000000003e-195	543.0	COG0581@1|root,COG0581@2|Bacteria,1TP74@1239|Firmicutes,4HAKF@91061|Bacilli,3F412@33958|Lactobacillaceae	91061|Bacilli	P	Phosphate transport system permease protein PstA	pstA	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	-	ko:K02038	ko02010,map02010	M00222	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.7	-	-	BPD_transp_1
PNCPOJEN_01437	334390.LAF_1234	0.0	886.0	COG0541@1|root,COG0541@2|Bacteria,1TP06@1239|Firmicutes,4H9T4@91061|Bacilli,3F40R@33958|Lactobacillaceae	91061|Bacilli	U	Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Binds to the hydrophobic signal sequence of the ribosome-nascent chain (RNC) as it emerges from the ribosomes. The SRP-RNC complex is then targeted to the cytoplasmic membrane where it interacts with the SRP receptor FtsY	ffh	-	3.6.5.4	ko:K03106	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko01000,ko02044	3.A.5.1,3.A.5.2,3.A.5.7,3.A.5.8,3.A.5.9	-	-	SRP54,SRP54_N,SRP_SPB
PNCPOJEN_01439	334390.LAF_1236	1.68e-288	797.0	COG0552@1|root,COG0552@2|Bacteria,1TPRI@1239|Firmicutes,4HA6A@91061|Bacilli,3F3YC@33958|Lactobacillaceae	91061|Bacilli	U	Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Acts as a receptor for the complex formed by the signal recognition particle (SRP) and the ribosome-nascent chain (RNC)	ftsY	-	-	ko:K03110	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044	3.A.5.1,3.A.5.2,3.A.5.7	-	-	SRP54,SRP54_N
PNCPOJEN_01441	334390.LAF_1238	2.31e-165	462.0	COG0571@1|root,COG0571@2|Bacteria,1TPGC@1239|Firmicutes,4HAWU@91061|Bacilli,3F564@33958|Lactobacillaceae	91061|Bacilli	J	Digests double-stranded RNA. Involved in the processing of primary rRNA transcript to yield the immediate precursors to the large and small rRNAs (23S and 16S). Processes some mRNAs, and tRNAs when they are encoded in the rRNA operon. Processes pre- crRNA and tracrRNA of type II CRISPR loci if present in the organism	rnc	GO:0003674,GO:0003676,GO:0003723,GO:0003725,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004525,GO:0004540,GO:0005488,GO:0006139,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016787,GO:0016788,GO:0016891,GO:0016893,GO:0032296,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0097159,GO:0140098,GO:1901360,GO:1901363	3.1.26.3	ko:K03685	ko03008,ko05205,map03008,map05205	-	-	-	ko00000,ko00001,ko01000,ko03009,ko03019,ko03036	-	-	-	Ribonucleas_3_3,dsrm
PNCPOJEN_01443	334390.LAF_1240	1.48e-213	593.0	COG0416@1|root,COG0416@2|Bacteria,1TPXS@1239|Firmicutes,4HA0R@91061|Bacilli,3F4N9@33958|Lactobacillaceae	91061|Bacilli	I	Catalyzes the reversible formation of acyl-phosphate (acyl-PO(4)) from acyl- acyl-carrier-protein (acyl-ACP). This enzyme utilizes acyl-ACP as fatty acyl donor, but not acyl-CoA	plsX	-	2.3.1.15	ko:K03621	ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110	M00089	R00851,R09380	RC00004,RC00039,RC00041	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	FA_synthesis
PNCPOJEN_01444	334390.LAF_1241	0.0	1222.0	COG1200@1|root,COG1200@2|Bacteria,1TQ6I@1239|Firmicutes,4HAWN@91061|Bacilli,3F3JW@33958|Lactobacillaceae	91061|Bacilli	L	Critical role in recombination and DNA repair. Helps process Holliday junction intermediates to mature products by catalyzing branch migration. Has a DNA unwinding activity characteristic of a DNA helicase with a 3'- to 5'- polarity. Unwinds branched duplex DNA (Y-DNA)	recG	-	3.6.4.12	ko:K03655	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	DEAD,Helicase_C,RecG_wedge
PNCPOJEN_01447	334390.LAF_1244	5.82e-35	119.0	COG0227@1|root,COG0227@2|Bacteria,1TVQH@1239|Firmicutes,4HSV0@91061|Bacilli,3FCDR@33958|Lactobacillaceae	91061|Bacilli	J	Belongs to the bacterial ribosomal protein bL28 family	rpmB	-	-	ko:K02902	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L28
PNCPOJEN_01448	334390.LAF_1245	1.02e-157	442.0	COG1564@1|root,COG1564@2|Bacteria,1VA0W@1239|Firmicutes,4HHS1@91061|Bacilli,3F4N8@33958|Lactobacillaceae	91061|Bacilli	H	thiamine pyrophosphokinase	thiN	-	2.7.6.2	ko:K00949	ko00730,ko01100,map00730,map01100	-	R00619	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	TPK_B1_binding,TPK_catalytic
PNCPOJEN_01449	334390.LAF_1246	1.91e-152	428.0	COG0036@1|root,COG0036@2|Bacteria,1TQK8@1239|Firmicutes,4H9RW@91061|Bacilli,3F4KX@33958|Lactobacillaceae	91061|Bacilli	G	Belongs to the ribulose-phosphate 3-epimerase family	rpe	GO:0003674,GO:0003824,GO:0004750,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006081,GO:0006098,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006739,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009052,GO:0009056,GO:0009117,GO:0009987,GO:0016052,GO:0016853,GO:0016854,GO:0016857,GO:0019321,GO:0019323,GO:0019362,GO:0019637,GO:0019682,GO:0019693,GO:0034641,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044262,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046365,GO:0046483,GO:0046496,GO:0046872,GO:0051156,GO:0051186,GO:0055086,GO:0071704,GO:0072524,GO:1901135,GO:1901360,GO:1901564,GO:1901575	5.1.3.1	ko:K01783	ko00030,ko00040,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00040,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00004,M00007	R01529	RC00540	ko00000,ko00001,ko00002,ko01000	-	-	-	Ribul_P_3_epim
PNCPOJEN_01450	334390.LAF_1247	1.5300000000000001e-211	584.0	COG1162@1|root,COG1162@2|Bacteria,1TPSQ@1239|Firmicutes,4HA9W@91061|Bacilli,3F3XH@33958|Lactobacillaceae	91061|Bacilli	S	One of several proteins that assist in the late maturation steps of the functional core of the 30S ribosomal subunit. Helps release RbfA from mature subunits. May play a role in the assembly of ribosomal proteins into the subunit. Circularly permuted GTPase that catalyzes slow GTP hydrolysis, GTPase activity is stimulated by the 30S ribosomal subunit	rsgA	-	3.1.3.100	ko:K06949	ko00730,ko01100,map00730,map01100	-	R00615,R02135	RC00002,RC00017	ko00000,ko00001,ko01000,ko03009	-	-	-	RsgA_GTPase,RsgA_N
PNCPOJEN_01451	334390.LAF_1248	0.0	1206.0	COG0515@1|root,COG0515@2|Bacteria,1TP3F@1239|Firmicutes,4H9KD@91061|Bacilli,3F4G6@33958|Lactobacillaceae	91061|Bacilli	KLT	serine threonine protein kinase	prkC	GO:0002237,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005488,GO:0005539,GO:0005575,GO:0005623,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0007154,GO:0007165,GO:0008150,GO:0008152,GO:0009605,GO:0009607,GO:0009617,GO:0009719,GO:0009847,GO:0009987,GO:0010033,GO:0010243,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019538,GO:0023052,GO:0032494,GO:0032502,GO:0036211,GO:0042221,GO:0042834,GO:0043170,GO:0043207,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051704,GO:0051707,GO:0051716,GO:0065007,GO:0070887,GO:0071216,GO:0071219,GO:0071224,GO:0071310,GO:0071417,GO:0071495,GO:0071704,GO:0071944,GO:0097367,GO:0140096,GO:1901564,GO:1901698,GO:1901699,GO:1901700,GO:1901701	2.7.11.1	ko:K08884,ko:K12132	-	-	-	-	ko00000,ko01000,ko01001	-	-	-	PASTA,Pkinase
PNCPOJEN_01452	334390.LAF_1249	9.7e-169	472.0	COG0631@1|root,COG0631@2|Bacteria,1V6K5@1239|Firmicutes,4HCDR@91061|Bacilli,3F4UI@33958|Lactobacillaceae	91061|Bacilli	T	phosphatase	stp	-	3.1.3.16	ko:K20074	-	-	-	-	ko00000,ko01000,ko01009	-	-	-	PP2C,PP2C_2
PNCPOJEN_01454	334390.LAF_1251	1.1300000000000001e-223	617.0	COG0223@1|root,COG0223@2|Bacteria,1TQ32@1239|Firmicutes,4HART@91061|Bacilli,3F4N7@33958|Lactobacillaceae	91061|Bacilli	J	Attaches a formyl group to the free amino group of methionyl-tRNA(fMet). The formyl group appears to play a dual role in the initiator identity of N-formylmethionyl-tRNA by promoting its recognition by IF2 and preventing the misappropriation of this tRNA by the elongation apparatus	fmt	GO:0003674,GO:0003824,GO:0004479,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006412,GO:0006413,GO:0006464,GO:0006518,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016741,GO:0016742,GO:0019538,GO:0019988,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0036211,GO:0043043,GO:0043170,GO:0043412,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0046483,GO:0071704,GO:0071951,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576	2.1.2.9	ko:K00604	ko00670,ko00970,map00670,map00970	-	R03940	RC00026,RC00165	ko00000,ko00001,ko01000	-	-	iSB619.SA_RS06010	Formyl_trans_C,Formyl_trans_N
PNCPOJEN_01455	334390.LAF_1252	0.0	1581.0	COG1198@1|root,COG1198@2|Bacteria,1TNYB@1239|Firmicutes,4H9WW@91061|Bacilli,3F3N8@33958|Lactobacillaceae	91061|Bacilli	L	Involved in the restart of stalled replication forks. Recognizes and binds the arrested nascent DNA chain at stalled replication forks. It can open the DNA duplex, via its helicase activity, and promote assembly of the primosome and loading of the major replicative helicase DnaB onto DNA	priA	GO:0003674,GO:0003678,GO:0003824,GO:0004003,GO:0004386,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006268,GO:0006270,GO:0006281,GO:0006302,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0008026,GO:0008094,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0032392,GO:0032508,GO:0033554,GO:0034641,GO:0034645,GO:0042623,GO:0043138,GO:0043140,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0046483,GO:0050896,GO:0051276,GO:0051716,GO:0070035,GO:0071103,GO:0071704,GO:0071840,GO:0090304,GO:0140097,GO:1901360,GO:1901576	-	ko:K04066	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	DEAD,Helicase_C,ResIII
PNCPOJEN_01456	334390.LAF_1253	1.95e-273	750.0	COG0452@1|root,COG0452@2|Bacteria,1TPP3@1239|Firmicutes,4HAK8@91061|Bacilli,3F3XX@33958|Lactobacillaceae	91061|Bacilli	H	Catalyzes two steps in the biosynthesis of coenzyme A. In the first step cysteine is conjugated to 4'-phosphopantothenate to form 4-phosphopantothenoylcysteine, in the latter compound is decarboxylated to form 4'-phosphopantotheine	coaBC	-	4.1.1.36,6.3.2.5	ko:K01598,ko:K13038	ko00770,ko01100,map00770,map01100	M00120	R03269,R04231	RC00064,RC00090,RC00822	ko00000,ko00001,ko00002,ko01000	-	-	-	DFP,Flavoprotein
