	AP008937.1	AP017973.1	AP017974.1	AP024320.1	CP002033.1	CP005958.1	CP011536.1	CP016803.1	CP017151.1	CP019030.1	CP021104.1	CP021790.1	CP021964.1	CP031195.1	CP033371.1	CP034099.1	CP034193.1	CP035054.1	CP035055.1	CP044354.1	CP045034.1	CP047584.1	CP047585.1	CP050919.1	CP053312.1	CP053314.1	CP065522.1	CP067088.1	CP070858.1	CP070935.1	CP070948.1	CP070999.1	CP071000.1	CP071001.1	CP076082.1	CP076446.1	CP082359.1	CP089305.1	CP094655.1	CP095385.1	CP100352.1	CP101688.1	CP102532.1	CP102714.1	CP103293.1	CP103400.1	CP110798.1	CP116617.1	CP116618.1	CP116755.1	CP117933.1	CP118092.1	CP119406.1	CP119425.1	CP120668.1	CP121468.1	CP124737.1	CP127401.1	CP128169.1	CP131058.1	CP132481.1	CP132541.1	CP136242.1	CP139052.1	CP139637.1	CP141807.1	CP145309.1	CP157198.1	CP157592.1	CP157980.1	CP158463.1	CP160833.1	CP165726.1	CP170189.1	CP171795.1	CP172330.1	CP176633.1	CP184765.1	CP188318.1	CP193773.1	CP197007.1	CP199922.1	NZ_AP024320.1	NZ_CP011536.1	NZ_CP016803.1	NZ_CP017151.1	NZ_CP019030.1	NZ_CP021104.1	NZ_CP021790.1	NZ_CP021964.1	NZ_CP031195.1	NZ_CP034099.1	NZ_CP034193.1	NZ_CP035054.1	NZ_CP035055.1	NZ_CP044354.1	NZ_CP045034.1	NZ_CP047584.1	NZ_CP047585.1	NZ_CP050919.1	NZ_CP053312.1	NZ_CP053314.1	NZ_CP065522.1	NZ_CP067088.1	NZ_CP070858.1	NZ_CP070935.1	NZ_CP070948.1	NZ_CP070999.1	NZ_CP071000.1	NZ_CP071001.1	NZ_CP076082.1	NZ_CP076446.1	NZ_CP082359.1	NZ_CP089305.1	NZ_CP094655.1	NZ_CP095385.1	NZ_CP100352.1	NZ_CP101688.1	NZ_CP102532.1	NZ_CP102714.1	NZ_CP103293.1	NZ_CP103400.1	NZ_CP110798.1	NZ_CP116617.1	NZ_CP116618.1	NZ_CP116755.1	NZ_CP117933.1	NZ_CP118092.1	NZ_CP119406.1	NZ_CP119425.1	NZ_CP120668.1	NZ_CP121468.1	NZ_CP124737.1	NZ_CP127401.1	NZ_CP128169.1	NZ_CP131058.1	NZ_CP132481.1	NZ_CP132541.1	NZ_CP136242.1	NZ_CP139052.1	NZ_CP139637.1	NZ_CP141807.1	NZ_CP145309.1	NZ_CP157198.1	NZ_CP157592.1	NZ_CP157980.1	NZ_CP158463.1	NZ_CP160833.1	NZ_CP165726.1	NZ_CP171795.1	NZ_CP176633.1	NZ_CP184765.1	NZ_CP188318.1	NZ_CP193773.1	NZ_CP199922.1
NZ_CP136242.1	98.522209	97.917648	83.978302	98.637695	98.38205	98.727303	98.44754	98.489792	98.786133	98.514275	98.454262	98.399956	98.556061	98.62291	98.032486	98.277069	97.962341	98.561295	97.327652	98.444489	98.437546	98.395248	97.128754	98.619888	97.957771	97.416328	98.595856	98.613251	98.428284	98.068413	98.600677	98.467476	98.405304	98.45504	98.393616	98.866699	98.51825	98.74025	98.77755	98.684021	98.313629	98.580849	98.421936	97.46212	98.51149	97.450272	98.476715	97.881615	98.431351	98.433151	98.840897	98.439491	97.447739	97.447601	98.51622	97.520088	98.599159	97.448914	97.853752	98.491577	98.784859	98.606064	100.0	98.052597	98.340714	98.059746	98.779709	98.677063	98.0541	97.428925	98.64344	98.568024	97.479492	98.281464	98.423599	97.4263	98.666077	98.757278	98.635864	97.44841	97.47435	97.486069	98.637695	98.44754	98.489792	98.786133	98.514275	98.454262	98.399956	98.556061	98.62291	98.277069	97.962341	98.561295	97.327652	98.444489	98.437546	98.395248	97.128754	98.619888	97.957771	97.416328	98.595856	98.613251	98.428284	98.068413	98.600677	98.467476	98.405304	98.45504	98.393616	98.866699	98.51825	98.74025	98.77755	98.684021	98.313629	98.580849	98.421936	97.46212	98.51149	97.450272	98.476715	97.881615	98.431351	98.433151	98.840897	98.439491	97.447739	97.447601	98.51622	97.520088	98.599159	97.448914	97.853752	98.491577	98.784859	98.606064	100.0	98.052597	98.340714	98.059746	98.779709	98.677063	98.0541	97.428925	98.64344	98.568024	97.479492	98.423599	98.666077	98.757278	98.635864	97.44841	97.486069
NZ_CP139052.1	98.055206	98.768402	82.711395	98.044365	98.007721	97.983932	97.978668	98.146095	98.052979	97.930817	97.896111	97.949188	98.0989	98.051361	97.640732	97.974396	99.355606	98.11322	97.248032	97.981094	97.877548	98.03894	97.046951	98.100113	99.427673	97.179924	98.053955	98.11071	97.883118	99.394531	98.084267	97.841774	97.90921	97.821182	98.154633	98.055504	97.915314	98.069473	98.021088	98.124512	97.922424	98.075623	97.944092	97.224472	97.794449	97.314606	98.059814	98.230286	98.418442	98.065994	98.267776	98.004944	97.282364	97.282425	97.98085	97.180359	98.127068	97.281387	98.752823	98.049789	98.14447	97.873367	98.052597	100.0	98.059143	99.982239	98.100464	98.07869	99.786758	97.189453	97.955185	98.070404	97.344299	97.945389	98.067673	97.279861	98.21431	98.007339	97.841454	97.348251	97.282135	97.31366	98.044365	97.978668	98.146095	98.052979	97.930817	97.896111	97.949188	98.0989	98.051361	97.974396	99.355606	98.11322	97.248032	97.981094	97.877548	98.03894	97.046951	98.100113	99.427673	97.179924	98.053955	98.11071	97.883118	99.394531	98.084267	97.841774	97.90921	97.821182	98.154633	98.055504	97.915314	98.069473	98.021088	98.124512	97.922424	98.075623	97.944092	97.224472	97.794449	97.314606	98.059814	98.230286	98.418442	98.065994	98.267776	98.004944	97.282364	97.282425	97.98085	97.180359	98.127068	97.281387	98.752823	98.049789	98.14447	97.873367	98.052597	100.0	98.059143	99.982239	98.100464	98.07869	99.786758	97.189453	97.955185	98.070404	97.344299	98.067673	98.21431	98.007339	97.841454	97.348251	97.31366
NZ_CP139637.1	98.465912	97.831802	82.31636	98.478638	98.456947	98.43084	98.395973	98.551773	98.553596	98.626556	98.382645	98.391983	98.6185	98.535431	98.375031	98.537483	97.914688	98.685188	97.303802	98.453232	98.461723	98.675537	97.223297	98.525635	97.909943	97.473213	98.492279	98.568008	98.347488	98.01339	98.660782	98.456665	98.414917	98.46257	98.269104	98.522141	98.492409	98.493271	98.482498	98.571548	98.395859	98.519562	98.38974	97.453682	98.508369	97.509781	98.681404	97.809105	98.344879	98.392349	98.721375	98.516312	97.446671	97.446526	98.460907	97.484863	98.738121	97.450119	97.836304	98.616241	98.660965	98.440346	98.340714	98.059143	100.0	98.027328	98.442062	98.570831	97.996521	97.418549	98.40519	98.599686	97.42466	98.549263	98.627045	97.436615	98.550034	98.2612	98.427025	97.332748	97.488007	97.517624	98.478638	98.395973	98.551773	98.553596	98.626556	98.382645	98.391983	98.6185	98.535431	98.537483	97.914688	98.685188	97.303802	98.453232	98.461723	98.675537	97.223297	98.525635	97.909943	97.473213	98.492279	98.568008	98.347488	98.01339	98.660782	98.456665	98.414917	98.46257	98.269104	98.522141	98.492409	98.493271	98.482498	98.571548	98.395859	98.519562	98.38974	97.453682	98.508369	97.509781	98.681404	97.809105	98.344879	98.392349	98.721375	98.516312	97.446671	97.446526	98.460907	97.484863	98.738121	97.450119	97.836304	98.616241	98.660965	98.440346	98.340714	98.059143	100.0	98.027328	98.442062	98.570831	97.996521	97.418549	98.40519	98.599686	97.42466	98.627045	98.550034	98.2612	98.427025	97.332748	97.517624
NZ_CP141807.1	98.03801	98.742966	82.71991	98.037506	98.027267	97.954788	97.923706	98.093628	98.02829	97.926323	97.906708	97.984993	98.023132	98.03553	97.617111	97.95079	99.311066	98.112793	97.255692	98.017548	97.825119	98.060059	97.034576	98.060783	99.407211	97.197731	98.027649	98.123596	97.880745	99.382919	98.030624	97.927826	97.891937	97.903648	98.074646	98.115387	97.908928	98.052078	98.038651	98.150925	97.908958	98.041611	97.910225	97.29232	97.81501	97.343292	98.082123	98.193039	98.393753	98.065842	98.190979	98.004791	97.339447	97.339294	97.995857	97.20752	98.073318	97.337448	98.737495	98.014038	98.151199	97.860085	98.059746	99.982239	98.027328	100.0	98.122566	98.061562	99.749184	97.220695	97.931046	98.029221	97.390228	97.971779	98.008308	97.29438	98.155998	97.969009	97.868011	97.336975	97.342148	97.301025	98.037506	97.923706	98.093628	98.02829	97.926323	97.906708	97.984993	98.023132	98.03553	97.95079	99.311066	98.112793	97.255692	98.017548	97.825119	98.060059	97.034576	98.060783	99.407211	97.197731	98.027649	98.123596	97.880745	99.382919	98.030624	97.927826	97.891937	97.903648	98.074646	98.115387	97.908928	98.052078	98.038651	98.150925	97.908958	98.041611	97.910225	97.29232	97.81501	97.343292	98.082123	98.193039	98.393753	98.065842	98.190979	98.004791	97.339447	97.339294	97.995857	97.20752	98.073318	97.337448	98.737495	98.014038	98.151199	97.860085	98.059746	99.982239	98.027328	100.0	98.122566	98.061562	99.749184	97.220695	97.931046	98.029221	97.390228	98.008308	98.155998	97.969009	97.868011	97.336975	97.301025
NZ_CP145309.1	98.669098	97.92334	83.528183	98.846573	98.538345	98.877014	98.457962	98.479446	98.882019	98.573395	98.613495	98.561989	98.6297	98.706436	98.079933	98.321411	98.081871	98.61348	97.34919	98.44339	98.546593	98.542488	97.168411	98.680771	98.000046	97.513123	98.610947	98.66806	98.56443	97.992599	98.649338	98.519203	98.546326	98.527885	98.419052	99.009811	98.576736	99.206215	99.271393	98.762627	98.387154	98.688049	98.58873	97.391167	98.56189	97.507652	98.521454	97.841034	98.404175	98.523499	98.810028	98.543304	97.463287	97.463165	98.56752	97.504105	98.724564	97.461807	97.847595	98.604996	98.735641	98.714821	98.779709	98.100464	98.442062	98.122566	100.0	98.711357	98.048569	97.493134	98.685158	98.482422	97.493073	98.355171	98.575188	97.426476	98.700974	98.496162	98.702461	97.627022	97.467621	97.475365	98.846573	98.457962	98.479446	98.882019	98.573395	98.613495	98.561989	98.6297	98.706436	98.321411	98.081871	98.61348	97.34919	98.44339	98.546593	98.542488	97.168411	98.680771	98.000046	97.513123	98.610947	98.66806	98.56443	97.992599	98.649338	98.519203	98.546326	98.527885	98.419052	99.009811	98.576736	99.206215	99.271393	98.762627	98.387154	98.688049	98.58873	97.391167	98.56189	97.507652	98.521454	97.841034	98.404175	98.523499	98.810028	98.543304	97.463287	97.463165	98.56752	97.504105	98.724564	97.461807	97.847595	98.604996	98.735641	98.714821	98.779709	98.100464	98.442062	98.122566	100.0	98.711357	98.048569	97.493134	98.685158	98.482422	97.493073	98.575188	98.700974	98.496162	98.702461	97.627022	97.475365
NZ_CP157198.1	98.858521	97.94162	81.582275	98.759186	98.650749	98.834702	98.681625	98.674355	98.778244	98.722588	98.565384	98.625313	98.773705	98.917786	98.176041	98.425873	98.029282	98.805313	97.410263	98.655357	98.551811	98.603561	97.180603	98.7621	97.991714	97.372185	98.71347	98.813919	98.538437	98.119293	98.836136	98.492599	98.568512	98.549248	98.32872	98.828339	98.631012	98.756706	98.946732	99.282471	98.537354	98.902725	98.532204	97.52536	98.566399	97.472336	98.738541	97.890938	98.370789	98.542343	98.809669	98.586105	97.49646	97.496323	98.681358	97.4496	98.874779	97.494873	97.859879	98.858017	98.79567	98.692871	98.677063	98.07869	98.570831	98.061562	98.711357	100.0	98.022049	97.463181	98.672943	98.801437	97.53772	98.36351	98.672562	97.548203	98.703514	98.700592	98.696396	97.553253	97.535599	97.571785	98.759186	98.681625	98.674355	98.778244	98.722588	98.565384	98.625313	98.773705	98.917786	98.425873	98.029282	98.805313	97.410263	98.655357	98.551811	98.603561	97.180603	98.7621	97.991714	97.372185	98.71347	98.813919	98.538437	98.119293	98.836136	98.492599	98.568512	98.549248	98.32872	98.828339	98.631012	98.756706	98.946732	99.282471	98.537354	98.902725	98.532204	97.52536	98.566399	97.472336	98.738541	97.890938	98.370789	98.542343	98.809669	98.586105	97.49646	97.496323	98.681358	97.4496	98.874779	97.494873	97.859879	98.858017	98.79567	98.692871	98.677063	98.07869	98.570831	98.061562	98.711357	100.0	98.022049	97.463181	98.672943	98.801437	97.53772	98.672562	98.703514	98.700592	98.696396	97.553253	97.571785
NZ_CP157592.1	97.944908	98.755905	82.374359	98.115295	97.954971	98.068718	98.035797	98.003685	98.084717	98.01545	98.1689	97.962646	98.056519	98.038849	97.449013	97.887947	99.376564	97.920296	97.222641	97.887405	98.080124	97.897072	96.970772	98.06768	99.455193	97.096626	98.026825	98.121864	98.083298	99.512787	98.038727	98.097229	98.092758	98.088501	98.070709	98.079651	98.050903	97.958801	98.125114	98.173706	97.841614	98.092804	98.16571	97.168388	97.972549	97.271988	97.908966	98.232407	98.412445	98.031311	98.212692	98.057205	97.342499	97.342529	98.043945	97.183197	98.125748	97.323517	98.750946	98.011017	98.16291	98.043312	98.0541	99.786758	97.996521	99.749184	98.048569	98.022049	100.0	97.170959	97.914551	97.926941	97.299095	97.862915	98.003326	97.272972	98.207581	97.958412	98.052917	97.374634	97.258926	97.318176	98.115295	98.035797	98.003685	98.084717	98.01545	98.1689	97.962646	98.056519	98.038849	97.887947	99.376564	97.920296	97.222641	97.887405	98.080124	97.897072	96.970772	98.06768	99.455193	97.096626	98.026825	98.121864	98.083298	99.512787	98.038727	98.097229	98.092758	98.088501	98.070709	98.079651	98.050903	97.958801	98.125114	98.173706	97.841614	98.092804	98.16571	97.168388	97.972549	97.271988	97.908966	98.232407	98.412445	98.031311	98.212692	98.057205	97.342499	97.342529	98.043945	97.183197	98.125748	97.323517	98.750946	98.011017	98.16291	98.043312	98.0541	99.786758	97.996521	99.749184	98.048569	98.022049	100.0	97.170959	97.914551	97.926941	97.299095	98.003326	98.207581	97.958412	98.052917	97.374634	97.318176
NZ_CP157980.1	97.406898	97.158356	82.711685	97.452438	97.398529	97.541878	97.465027	97.518311	97.552139	97.460236	97.55603	97.49617	97.501534	97.485886	97.281677	97.464066	97.297134	97.502045	98.842911	97.436508	97.487671	97.444748	97.226166	97.405136	97.180481	99.992195	97.349396	97.601303	97.506577	97.313599	97.525543	97.528542	97.594383	97.517395	97.379562	97.511093	97.393738	97.358871	97.425842	97.441833	97.52816	97.566711	97.485779	99.063568	97.507782	98.771965	97.338364	97.29184	97.384262	97.438362	97.623108	97.462914	98.767593	98.767502	97.467636	99.98085	97.62278	98.768723	97.067963	97.533142	97.649895	97.436508	97.428925	97.189453	97.418549	97.220695	97.493134	97.463181	97.170959	100.0	97.454948	97.450226	98.838562	97.562881	97.595474	98.757469	97.508896	97.394859	97.409874	98.140182	98.78273	98.77121	97.452438	97.465027	97.518311	97.552139	97.460236	97.55603	97.49617	97.501534	97.485886	97.464066	97.297134	97.502045	98.842911	97.436508	97.487671	97.444748	97.226166	97.405136	97.180481	99.992195	97.349396	97.601303	97.506577	97.313599	97.525543	97.528542	97.594383	97.517395	97.379562	97.511093	97.393738	97.358871	97.425842	97.441833	97.52816	97.566711	97.485779	99.063568	97.507782	98.771965	97.338364	97.29184	97.384262	97.438362	97.623108	97.462914	98.767593	98.767502	97.467636	99.98085	97.62278	98.768723	97.067963	97.533142	97.649895	97.436508	97.428925	97.189453	97.418549	97.220695	97.493134	97.463181	97.170959	100.0	97.454948	97.450226	98.838562	97.595474	97.508896	97.394859	97.409874	98.140182	98.77121
NZ_CP158463.1	98.569489	97.839661	84.555817	98.847885	98.437531	98.614319	98.491959	98.576416	99.069145	98.670265	98.428375	98.503853	98.585075	98.563454	98.144363	98.299484	97.971947	98.640289	97.343048	98.403015	98.325195	98.510231	97.177055	98.549049	97.933029	97.532272	98.717621	98.589905	98.459351	98.005005	98.571899	98.444107	98.427948	98.443405	98.369995	98.717323	98.469345	98.576767	98.837173	98.682541	98.484009	98.649796	98.369598	97.449905	98.436737	97.54705	98.584671	97.808472	98.312515	98.388092	98.648743	98.474411	97.576088	97.576035	98.470482	97.514893	98.72995	97.583549	97.731995	98.722351	98.585236	98.546295	98.64344	97.955185	98.40519	97.931046	98.685158	98.672943	97.914551	97.454948	100.0	98.47596	97.539444	98.301117	98.54335	97.477646	98.63356	98.467651	98.543739	97.540482	97.514435	97.562592	98.847885	98.491959	98.576416	99.069145	98.670265	98.428375	98.503853	98.585075	98.563454	98.299484	97.971947	98.640289	97.343048	98.403015	98.325195	98.510231	97.177055	98.549049	97.933029	97.532272	98.717621	98.589905	98.459351	98.005005	98.571899	98.444107	98.427948	98.443405	98.369995	98.717323	98.469345	98.576767	98.837173	98.682541	98.484009	98.649796	98.369598	97.449905	98.436737	97.54705	98.584671	97.808472	98.312515	98.388092	98.648743	98.474411	97.576088	97.576035	98.470482	97.514893	98.72995	97.583549	97.731995	98.722351	98.585236	98.546295	98.64344	97.955185	98.40519	97.931046	98.685158	98.672943	97.914551	97.454948	100.0	98.47596	97.539444	98.54335	98.63356	98.467651	98.543739	97.540482	97.562592
NZ_CP160833.1	98.583374	97.915909	82.664673	98.625549	98.412025	98.565834	98.471924	98.656616	98.725433	98.960754	98.536957	98.548706	98.700714	98.787117	98.24131	98.416817	97.980553	98.665115	97.362762	98.480545	98.528969	98.513863	97.159027	98.694389	97.899673	97.502792	98.550949	98.689644	98.482979	98.095276	99.206329	98.546783	98.451996	98.514534	98.412781	98.574371	98.601822	98.406975	98.71402	98.732147	98.448776	98.712631	98.503586	97.479034	98.597733	97.372337	98.897728	97.930641	98.339325	98.499817	98.801033	98.484894	97.39151	97.391396	98.639572	97.55825	99.07077	97.394043	97.795448	98.991455	98.776428	98.600677	98.568024	98.070404	98.599686	98.029221	98.482422	98.801437	97.926941	97.450226	98.47596	100.0	97.4561	98.45224	98.662659	97.485855	98.78083	98.466919	98.589539	97.477646	97.486908	97.456253	98.625549	98.471924	98.656616	98.725433	98.960754	98.536957	98.548706	98.700714	98.787117	98.416817	97.980553	98.665115	97.362762	98.480545	98.528969	98.513863	97.159027	98.694389	97.899673	97.502792	98.550949	98.689644	98.482979	98.095276	99.206329	98.546783	98.451996	98.514534	98.412781	98.574371	98.601822	98.406975	98.71402	98.732147	98.448776	98.712631	98.503586	97.479034	98.597733	97.372337	98.897728	97.930641	98.339325	98.499817	98.801033	98.484894	97.39151	97.391396	98.639572	97.55825	99.07077	97.394043	97.795448	98.991455	98.776428	98.600677	98.568024	98.070404	98.599686	98.029221	98.482422	98.801437	97.926941	97.450226	98.47596	100.0	97.4561	98.662659	98.78083	98.466919	98.589539	97.477646	97.456253
NZ_CP165726.1	97.498627	97.180908	82.549393	97.47905	97.407127	97.528702	97.560211	97.549316	97.554359	97.506218	97.536896	97.501907	97.567047	97.567436	97.195572	97.549095	97.372551	97.370735	99.044243	97.511566	97.572754	97.442261	97.371887	97.424591	97.236458	98.814713	97.384277	97.58474	97.514236	97.28849	97.545799	97.477829	97.56797	97.422806	97.38488	97.461807	97.41658	97.465454	97.565964	97.758316	97.431564	97.568405	97.469604	99.040199	97.510986	99.987045	97.523544	97.31073	97.453247	97.29068	97.675095	97.517807	99.987579	99.987518	97.346283	98.970863	97.606506	99.987144	97.141968	97.501938	97.679001	97.4869	97.479492	97.344299	97.42466	97.390228	97.493073	97.53772	97.299095	98.838562	97.539444	97.4561	100.0	97.527191	97.603928	99.966705	97.536423	97.43045	97.488937	98.472267	99.980453	99.985855	97.47905	97.560211	97.549316	97.554359	97.506218	97.536896	97.501907	97.567047	97.567436	97.549095	97.372551	97.370735	99.044243	97.511566	97.572754	97.442261	97.371887	97.424591	97.236458	98.814713	97.384277	97.58474	97.514236	97.28849	97.545799	97.477829	97.56797	97.422806	97.38488	97.461807	97.41658	97.465454	97.565964	97.758316	97.431564	97.568405	97.469604	99.040199	97.510986	99.987045	97.523544	97.31073	97.453247	97.29068	97.675095	97.517807	99.987579	99.987518	97.346283	98.970863	97.606506	99.987144	97.141968	97.501938	97.679001	97.4869	97.479492	97.344299	97.42466	97.390228	97.493073	97.53772	97.299095	98.838562	97.539444	97.4561	100.0	97.603928	97.536423	97.43045	97.488937	98.472267	99.985855
NZ_CP171795.1	98.522591	97.871544	83.145378	98.545959	98.465332	98.46711	98.523468	98.666084	98.670204	98.697052	98.473831	98.456299	98.709839	98.626923	98.426529	98.564774	97.988708	98.638519	97.455498	98.625626	98.465088	99.469009	97.325653	98.593399	98.013321	97.575775	98.564545	98.559128	98.437714	97.869987	98.780724	98.394058	98.438553	98.506653	98.453079	98.512054	98.512405	98.527451	98.566879	98.590469	99.264091	98.563156	98.484329	97.442482	98.560822	97.559235	98.799789	97.867004	98.269791	98.569046	98.636414	98.513947	97.477295	97.477158	98.474953	97.552567	98.811981	97.476189	97.904945	98.773468	98.704254	98.64006	98.423599	98.067673	98.627045	98.008308	98.575188	98.672562	98.003326	97.595474	98.54335	98.662659	97.603928	98.676811	100.0	97.501617	98.628098	98.429329	98.694435	97.50618	97.594559	97.506554	98.545959	98.523468	98.666084	98.670204	98.697052	98.473831	98.456299	98.709839	98.626923	98.564774	97.988708	98.638519	97.455498	98.625626	98.465088	99.469009	97.325653	98.593399	98.013321	97.575775	98.564545	98.559128	98.437714	97.869987	98.780724	98.394058	98.438553	98.506653	98.453079	98.512054	98.512405	98.527451	98.566879	98.590469	99.264091	98.563156	98.484329	97.442482	98.560822	97.559235	98.799789	97.867004	98.269791	98.569046	98.636414	98.513947	97.477295	97.477158	98.474953	97.552567	98.811981	97.476189	97.904945	98.773468	98.704254	98.64006	98.423599	98.067673	98.627045	98.008308	98.575188	98.672562	98.003326	97.595474	98.54335	98.662659	97.603928	100.0	98.628098	98.429329	98.694435	97.50618	97.506554
NZ_CP176633.1	98.748283	97.994476	84.471291	98.71627	98.677139	98.598953	98.852684	98.747665	98.700317	98.623428	98.855026	98.710159	98.776855	98.705612	98.187424	98.504433	98.145782	98.775673	97.521255	98.78791	98.855286	98.560638	97.2145	99.374138	98.082825	97.469788	98.826767	99.242271	98.822144	98.249893	98.698059	98.858032	98.831139	98.834259	98.459518	98.683281	98.834793	98.669548	98.709679	98.775345	98.557213	98.642708	98.793365	97.59346	98.83902	97.509186	98.606018	97.976974	98.683563	98.820107	99.179718	98.76442	97.505585	97.505463	98.556946	97.563828	98.78804	97.50679	97.968895	98.705116	99.167847	99.163231	98.666077	98.21431	98.550034	98.155998	98.700974	98.703514	98.207581	97.508896	98.63356	98.78083	97.536423	98.574371	98.628098	97.563828	100.0	98.669388	99.148941	97.611259	97.559662	97.525085	98.71627	98.852684	98.747665	98.700317	98.623428	98.855026	98.710159	98.776855	98.705612	98.504433	98.145782	98.775673	97.521255	98.78791	98.855286	98.560638	97.2145	99.374138	98.082825	97.469788	98.826767	99.242271	98.822144	98.249893	98.698059	98.858032	98.831139	98.834259	98.459518	98.683281	98.834793	98.669548	98.709679	98.775345	98.557213	98.642708	98.793365	97.59346	98.83902	97.509186	98.606018	97.976974	98.683563	98.820107	99.179718	98.76442	97.505585	97.505463	98.556946	97.563828	98.78804	97.50679	97.968895	98.705116	99.167847	99.163231	98.666077	98.21431	98.550034	98.155998	98.700974	98.703514	98.207581	97.508896	98.63356	98.78083	97.536423	98.628098	100.0	98.669388	99.148941	97.611259	97.525085
NZ_CP184765.1	98.491165	97.847885	83.216187	98.603821	98.299835	98.56546	98.577904	98.396317	98.636642	98.573433	98.598503	98.441772	98.517899	98.627831	98.325684	98.311981	97.945267	98.469299	97.393997	98.545486	98.571838	98.457138	97.023193	98.524391	97.954391	97.387283	98.617805	98.582779	98.499054	97.995621	98.563812	98.538773	98.507721	98.502502	98.390564	98.579765	98.533951	98.47776	98.732147	98.618858	98.489632	98.533707	98.515579	97.333786	98.500534	97.364548	98.526863	97.811081	98.332092	98.468719	98.681763	98.527908	97.367851	97.36776	98.311295	97.377441	98.488586	97.36544	97.933716	98.557602	98.714653	98.541931	98.757278	98.007339	98.2612	97.969009	98.496162	98.700592	97.958412	97.394859	98.467651	98.466919	97.43045	98.350357	98.429329	97.428452	98.669388	100.0	98.545387	97.354332	97.419464	97.399551	98.603821	98.577904	98.396317	98.636642	98.573433	98.598503	98.441772	98.517899	98.627831	98.311981	97.945267	98.469299	97.393997	98.545486	98.571838	98.457138	97.023193	98.524391	97.954391	97.387283	98.617805	98.582779	98.499054	97.995621	98.563812	98.538773	98.507721	98.502502	98.390564	98.579765	98.533951	98.47776	98.732147	98.618858	98.489632	98.533707	98.515579	97.333786	98.500534	97.364548	98.526863	97.811081	98.332092	98.468719	98.681763	98.527908	97.367851	97.36776	98.311295	97.377441	98.488586	97.36544	97.933716	98.557602	98.714653	98.541931	98.757278	98.007339	98.2612	97.969009	98.496162	98.700592	97.958412	97.394859	98.467651	98.466919	97.43045	98.429329	98.669388	100.0	98.545387	97.354332	97.399551
